更新时间,#genre#
2024-10-17 11:21:29,url
📺央视频道,#genre#
CCTV-1,http://118.183.212.29:6868/rtp/239.255.30.101:8231$1920x1080
CCTV-1,http://110.177.146.171:888/rtp/239.1.1.7:8007$1920x1080
CCTV-1,http://223.13.161.87:4022/rtp/239.1.1.7:8007$1920x1080
CCTV-1,http://117.32.85.6:8014/rtp/239.112.205.59:5140$1920x1080
CCTV-1,http://171.213.142.200:4022/rtp/239.93.0.184:5140$1920x1080
CCTV-1,http://39.77.1.175:8989/udp/239.253.254.77:8000$1920x1080
CCTV-1,http://183.133.105.27:8899/rtp/233.50.201.222:5140$1920x1080
CCTV-1,http://221.221.149.185:8182/rtp/239.3.1.129:8008$1920x1080
CCTV-1,http://61.173.113.200:4022/rtp/239.45.3.145:5140$1920x1080
CCTV-1,http://171.88.182.172:8888/rtp/239.93.0.184:5140$1920x1080
CCTV-1,http://119.98.99.124:5555/rtp/239.254.96.96:8550$1920x1080
CCTV-1,http://114.220.240.64:4022/rtp/239.49.8.129:6000$1920x1080
CCTV-1,http://27.184.66.142:1024/rtp/239.254.200.45:8008$1920x1080
CCTV-1,http://1.70.35.224:8083/rtp/239.1.1.7:8007$1920x1080
CCTV-1,http://122.191.206.188:888/rtp/228.0.0.1:6108$1920x1080
CCTV-1,http://58.48.200.208:12312/rtp/239.254.96.96:8550$1920x1080
CCTV-1,http://180.102.250.10:8118/rtp/239.49.8.129:6000$1920x1080
CCTV-1,http://180.103.165.77:8888/rtp/239.49.8.129:6000$1920x1080
CCTV-1,http://49.75.18.152:8888/rtp/239.49.8.129:6000$1920x1080
CCTV-1,http://49.83.246.192:7000/rtp/239.49.8.129:6000$1920x1080
CCTV-1,http://180.121.106.97:8181/rtp/239.49.8.129:6000$1920x1080
CCTV-1,http://27.10.74.30:8004/rtp/225.0.4.74:7980$1920x1080
CCTV-1,http://220.192.1.71:8007/rtp/225.0.4.74:7980$1920x1080
CCTV-1,http://222.129.138.100:4088/rtp/239.3.1.129:8008$1920x1080
CCTV-1,http://114.243.105.66:8822/rtp/239.3.1.129:8008$1920x1080
CCTV-1,http://114.243.111.3:8822/rtp/239.3.1.129:8008$1920x1080
CCTV-1,http://114.243.104.64:8822/rtp/239.3.1.129:8008$1920x1080
CCTV-1,http://123.117.36.74:4001/rtp/239.3.1.129:8008$1920x1080
CCTV-1,http://114.243.100.237:8822/rtp/239.3.1.129:8008$1920x1080
CCTV-1,http://114.243.96.249:8888/rtp/239.3.1.129:8008$1920x1080
CCTV-2,http://111.225.112.198:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$1920x1080
CCTV-2,http://112.46.85.60:8009/hls/502/index.m3u8$1920x1080
CCTV-2,http://58.216.229.130:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://60.12.183.46:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2,http://111.9.163.109:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://220.249.114.102:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://118.122.189.74:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://210.22.75.86:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.48.37.158:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
